ID,ORF_MA,ORF,GENE
1603,YER018C,YER018C,SPC25
1604,YIL133C,YIL133C,RPL16a
1605,YOR295W,YOR295W,UAF30
1606,YER094C,YER094C,PUP3
1607,YIL167W,YIL167W,SDL1
1608,YGL047W,YGL047W,ALG13
1609,YBR264C,YBR264C,YPT10
1610,YOL139C,YOL139C,CDC33
1611,YPR089W,YPR089W,YPR089W
1612,YGL187C,YGL187C,COX4
1614,YDR475C,YDR475C,JIP4
1615,YKR091W,YKR091W,SRL3
1616,YPL225W,YPL225W,YPL225W
1617,YMR035W,YMR035W,IMP2
1618,YMR181C,YMR181C,YMR181C
1619,YDL110C,YDL110C,TMA17
1620,YMR158W,YMR158W,MRPS8
1621,YOL024W,YOL024W,YOL024W
1622,YFR011C,YFR011C,MIC19
1623,YDL064W,YDL064W,UBC9
1624,YLR164W,YLR164W,SHH4
1625,YOL163W,YOL163W,YOL163W
1626,YDL004W,YDL004W,ATP16
1627,YOR357C,YOR357C,SNX3
1628,YIR015W,YIR015W,RPR2
1629,YKL026C,YKL026C,GPX1
1630,YCL058C,YCL058C,FYV5
1631,YDL208W,YDL208W,NHP2
1632,YNL157W,YNL157W,IGO1
1633,YGL054C,YGL054C,ERV14
1634,YEL054C,YEL054C,RPL12a
1635,YIL168W,YIL168W,YIL168W
1636,YDL075W,YDL075W,RPL31a
1637,YLR200W,YLR200W,YKE2
1638,YGR020C,YGR020C,VMA7
1639,YFR035C,YFR035C,YFR035C
1640,YOR050C,YOR050C,YOR050C
1641,YNL300W,YNL300W,TOS6
1642,YER092W,YER092W,IES5
1643,YJL184W,YJL184W,GON7
1644,YBR253W,YBR253W,SRB6
1645,YER058W,YER058W,PET117
1646,YGR029W,YGR029W,ERV1
1647,YGR050C,YGR050C,YGR050C
1648,YKL192C,YKL192C,ACP1
1649,YDL241W,YDL241W,YDL241W
1650,YIR013C,YIR013C,GAT4
1651,YGL177W,YGL177W,YGL177W
1652,YJR146W,YJR146W,YJR146W
1653,YKL061W,YKL061W,BLI1
1654,YLR037C,YLR037C,PAU23
1655,YGL189C,YGL189C,RPS26a
1656,YIL015C-A,YIL014C-A,YIL015C-A
1657,YNL017C,YNL017C,YNL017C
1658,YLL014W,YLL014W,EMC6
1659,YDR527W,YDR527W,RBA50
1660,YER120W,YER120W,SCS2
1661,YKL201C,YKL201C,MNN4
1662,YNL058C,YNL058C,YNL058C
1663,YGL073W,YGL073W,HSF1
1664,YOR310C,YOR310C,NOP58
1665,YDR202C,YDR202C,RAV2
1666,YGL213C,YGL213C,SKI8
1667,YLR025W,YLR025W,SNF7
1668,YPR075C,YPR075C,OPY2
1669,YGR017W,YGR017W,YGR017W
1670,YLR340W,YLR340W,RPP0
1672,YNL014W,YNL014W,HEF3
1673,YDL119C,YDL119C,HEM25
1674,YJL031C,YJL031C,BET4
1675,YLR348C,YLR348C,DIC1
1676,YDR491C,YDR491C,YDR491C
1677,YBR049C,YBR049C,REB1
1678,YJR019C,YJR019C,TES1
1679,YPR129W,YPR129W,SCD6
1680,YOR145C,YOR145C,PNO1
1681,YOR087W,YOR087W,YVC1
1682,YLR040C,YLR040C,AFB1
1683,YLR035C-A,YLR035C-A,YLR035C-A
1685,YDR443C,YDR443C,SSN2
1686,YJL076W,YJL076W,NET1
1687,YPL220W,YPL220W,RPL1a
1688,YCR039C,YCR039C,MATALPHA2
1689,YDL247W,YDL247W,MPH2
1690,YEL069C,YEL069C,HXT13
1691,YNL172W,YNL172W,APC1
1692,YLL045C,YLL045C,RPL8b
1694,YBL072C,YBL072C,RPS8a
1695,YAR010C,YAR010C,YAR010C
1696,YDL246C,YDL246C,SOR2
1697,YGR115C,YGR115C,YGR115C
1698,YJR151C,YJR151C,DAN4
1699,YKL030W,YKL030W,YKL030W
1700,YFL061W,YFL061W,DDI2
1701,YBR012W-A,YBR012W-A,YBR012W-A
1702,YFL035C-A,YFL034C-B,YFL035C-A
1703,YIL082W,Unknown,Unknown
1704,YIR043C,YIR043C,YIR043C
1705,YPL280W,YPL280W,HSP32
1706,YNL067W,YNL067W,RPL9b
1707,YLR280C,YLR280C,YLR280C
1708,YGR018C,YGR018C,YGR018C
1709,YLR123C,YLR123C,YLR123C
1710,YJR094W-A,YJR094W-A,RPL43b
1711,YPL143W,YPL143W,RPL33a
1712,YLR322W,YLR322W,VPS65
1713,YKL225W,YKL225W,YKL225W
1714,YDL068W,YDL068W,YDL068W
1715,YBL094C,YBL094C,YBL094C
1716,YNL296W,YNL296W,YNL296W
1718,YML010C-B,Unknown,Unknown
1719,YLR434C,Unknown,Unknown
1720,YBL109W,YBL109W,YBL109W
1721,YFL065C,YFL065C,YFL065C
1722,YDL023C,YDL023C,YDL023C
1723,YHR141C,YHR141C,RPL42b
1724,YOR170W,YOR170W,YOR170W
1725,YNL043C,YNL043C,YNL043C
1726,YLR282C,YLR282C,YLR282C
1727,YDR133C,YDR133C,YDR133C
1728,YDL130W,YDL130W,RPP1b
1729,YPR052C,YPR052C,NHP6a
1730,YGL024W,YGL024W,YGL024W
1764,YAL024C,YAL024C,LTE1
1765,YHR165C,YHR165C,PRP8
1766,YGL062W,YGL062W,PYC1
1767,YGL006W,YGL006W,PMC1
1768,YLL021W,YLL021W,SPA2
1769,YNR065C,YNR065C,YNR065C
1770,YML081W,YML081W,TDA9
1771,YGL133W,YGL133W,ITC1
1772,YHR077C,YHR077C,NMD2
1773,YJR029W,YJR029W,YJR029W
1774,YJL207C,YJL207C,LAA1
1775,YHR211W,YHR211W,FLO5
1776,YBR059C,YBR059C,AKL1
1777,YML117W,YML117W,NAB6
1778,YBR275C,YBR275C,RIF1
1779,YIL030C,YIL030C,SSM4
1780,YDR217C,YDR217C,RAD9
1781,YDR216W,YDR216W,ADR1
1782,YDR443C,YDR443C,SSN2
1783,YKR095W,YKR095W,MLP1
1784,YGR094W,YGR094W,VAS1
1785,YMR047C,YMR047C,NUP116
1786,YGR271W,YGR271W,SLH1
1787,YJR091C,YJR091C,JSN1
1788,YHR016C,YHR016C,YSC84
1789,YKR021W,YKR021W,ALY1
1790,YJL069C,YJL069C,UTP18
1791,YIL068C,YIL068C,SEC6
1792,YJL090C,YJL090C,DPB11
1793,YML068W,YML068W,ITT1
1794,YJL093C,YJL093C,TOK1
1795,YOR063W,YOR063W,RPL3
1796,YML123C,YML123C,PHO84
1797,YKL149C,YKL149C,DBR1
1798,YJL201W,YJL201W,ECM25
1799,YMR270C,YMR270C,RRN9
1800,YNL230C,YNL230C,ELA1
1801,YBR263W,YBR263W,SHM1
1802,YNL119W,YNL119W,NCS2
1803,YMR277W,YMR277W,FCP1
1804,YLR107W,YLR107W,REX3
1805,YOL097C,YOL097C,WRS1
1806,YPL014W,YPL014W,CIP1
1807,YIR029W,YIR029W,DAL2
1808,YDL146W,YDL146W,LDB17
1809,YBR017C,YBR017C,KAP104
1810,YNL029C,YNL029C,KTR5
1811,YAL016W,YAL016W,TPD3
1813,YDR458C,YDR458C,HEH2
1814,YML042W,YML042W,CAT2
1815,YPR023C,YPR023C,EAF3
1816,YBR021W,YBR021W,FUR4
1817,YBR133C,YBR133C,HSL7
1818,YDR060W,YDR060W,MAK21
1819,YGL255W,YGL255W,ZRT1
1820,YOL098C,YOL098C,SDD3
1821,YBL068W,YBL068W,PRS4
1822,YDL099W,YDL099W,BUG1
1823,YCR044C,YCR044C,PER1
1824,YFR048W,YFR048W,RMD8
1825,YJR117W,YJR117W,STE24
1826,YDR021W,YDR021W,FAL1
1827,YDL020C,YDL020C,RPN4
1828,YGR096W,YGR096W,TPC1
1829,YFL039C,YFL039C,ACT1
1830,YIR028W,YIR028W,DAL4
1831,YML038C,YML038C,YMD8
1832,YER144C,YER144C,UBP5
1834,YIL002C,YIL002C,INP51
1835,YHL025W,YHL025W,SNF6
1836,YBL086C,YBL086C,YBL086C
1837,YMR100W,YMR100W,MUB1
1838,YML037C,YML037C,YML037C
1839,YHL009C,YHL009C,YAP3
1840,YGL137W,YGL137W,SEC27
1841,YCR105W,YCR105W,ADH7
1842,YDR049W,YDR049W,VMS1
1843,YOR350C,YOR350C,MNE1
1845,YJL089W,YJL089W,SIP4
1846,YGR246C,YGR246C,BRF1
1847,YER003C,YER003C,PMI40
1848,YHL010C,YHL010C,ETP1
1849,YDL085W,YDL085W,NDE2
1850,YOR080W,YOR080W,DIA2
1851,YLR225C,YLR225C,YLR225C
1852,YIL095W,YIL095W,PRK1
1853,YGL164C,YGL164C,YRB30
1854,YIR002C,YIR002C,MPH1
1855,YDR451C,YDR451C,YHP1
1856,YOR355W,YOR355W,GDS1
1857,YMR126C,YMR126C,DLT1
1858,YJR136C,YJR136C,TTI2
1859,YGR197C,YGR197C,SNG1
1860,YBR291C,YBR291C,CTP1
1861,YMR018W,YMR018W,PEX9
1862,YER076C,YER076C,YER076C
1863,YMR291W,YMR291W,TDA1
1864,YHR064C,YHR064C,SSZ1
1865,YPR045C,YPR045C,THP3
1866,YCR034W,YCR034W,ELO2
1867,YMR240C,YMR240C,CUS1
1868,YGL201C,YGL201C,MCM6
1869,YNL183C,YNL183C,NPR1
1870,YJR131W,YJR131W,MNS1
1871,YPR074C,YPR074C,TKL1
1872,YFL009W,YFL009W,CDC4
1873,YNL215W,YNL215W,IES2
1874,YGR191W,YGR191W,HIP1
1875,YOL001W,YOL001W,PHO80
1876,YLR359W,YLR359W,ADE13
1877,YPR169W,YPR169W,JIP5
1878,YGL091C,YGL091C,NBP35
1879,YOR260W,YOR260W,GCD1
1880,YGR257C,YGR257C,MTM1
1881,YOL060C,YOL060C,MAM3
1882,YML007W,YML007W,YAP1
1884,YDR083W,YDR083W,RRP8
1885,YLR429W,YLR429W,CRN1
1886,YGR260W,YGR260W,TNA1
1887,YDR211W,YDR211W,GCD6
1888,YOR069W,YOR069W,VPS5
1889,YIL116W,YIL116W,HIS5
1890,YDR452W,YDR452W,PPN1
1891,YMR251W,YMR251W,GTO3
1892,YJL068C,YJL068C,YJL068C
1893,YER021W,YER021W,RPN3
1894,YPL066W,YPL066W,RGL1
1895,YJL017W,YJL017W,YJL017W
1896,YGL142C,YGL142C,GPI10
1897,YNL084C,YNL084C,END3
1898,YKL155C,YKL155C,RSM22
1899,YER119C,YER119C,AVT6
1900,YPL265W,YPL265W,DIP5
1901,YJR107W,YJR107W,LIH1
1903,YOR091W,YOR091W,TMA46
1904,YMR086W,YMR086W,SEG1
1905,YHR045W,YHR045W,YHR045W
1906,YBR280C,YBR280C,SAF1
1907,YLR446W,YLR446W,YLR446W
1908,YHL032C,YHL032C,GUT1
1909,YOR259C,YOR259C,RPT4
1910,YHL048W,YHL048W,COS8
1911,YPL194W,YPL194W,DDC1
1912,YJR030C,YJR030C,RBH2
1913,YOR323C,YOR323C,PRO2
1914,YHR115C,YHR115C,DMA1
1915,YBR008C,YBR008C,FLR1
1916,YJL110C,YJL110C,GZF3
1917,YCL008C,YCL008C,STP22
1918,YJR075W,YJR075W,HOC1
1919,YPL053C,YPL053C,KTR6
1920,YKL015W,YKL015W,PUT3
1921,YDL077C,YDL077C,VAM6
1922,YKL034W,YKL034W,TUL1
1923,YDR051C,YDR051C,DET1
1924,YLR035C,YLR035C,MLH2
1925,YPL202C,YPL202C,AFT2
1926,YKL172W,YKL172W,EBP2
1927,YDL199C,YDL199C,YDL199C
1928,YLR335W,YLR335W,NUP2
1929,YDR189W,YDR189W,SLY1
1930,YLR289W,YLR289W,GUF1
1931,YBR041W,YBR041W,FAT1
1932,YPR110C,YPR110C,RPC40
1933,YIL105C,YIL105C,SLM1
1934,YOL119C,YOL119C,MCH4
1935,YLR004C,YLR004C,THI73
1936,YBR169C,YBR169C,SSE2
1937,YJR032W,YJR032W,CPR7
1938,YCL048W,YCL048W,SPS22
1939,YJL107C,YJL107C,YJL107C
1940,YPL145C,YPL145C,KES1
1941,YLR260W,YLR260W,LCB5
1942,YDL197C,YDL197C,ASF2
1943,YKL212W,YKL212W,SAC1
1944,YDR118W,YDR118W,APC4
1945,YKR069W,YKR069W,MET1
1946,YBR086C,YBR086C,IST2
1947,YOR001W,YOR001W,RRP6
1948,YDR501W,YDR501W,PLM2
1949,YLR319C,YLR319C,BUD6
1950,YFL002C,YFL002C,SPB4
1951,YML008C,YML008C,ERG6
1952,YBR271W,YBR271W,EFM2
1953,YPL116W,YPL116W,HOS3
1954,YGL009C,YGL009C,LEU1
1955,YML093W,YML093W,UTP14
1956,YKL039W,YKL039W,PTM1
1957,YBR223C,YBR223C,TDP1
1958,YHR114W,YHR114W,BZZ1
1959,YMR217W,YMR217W,GUA1
1960,YDR146C,YDR146C,SWI5
1961,YML071C,YML071C,COG8
1962,YLR015W,YLR015W,BRE2
1963,YBR260C,YBR260C,RGD1
1964,YIL056W,YIL056W,VHR1
1965,YNL212W,YNL212W,VID27
1966,YDR188W,YDR188W,CCT6
1968,YML128C,YML128C,MSC1
1969,YDL156W,YDL156W,CMR1
1970,YJL198W,YJL198W,PHO90
1971,YOL123W,YOL123W,HRP1
1972,YER124C,YER124C,DSE1
1973,YNL062C,YNL062C,GCD10
1974,YNL061W,YNL061W,NOP2
1975,YDR161W,YDR161W,ACL4
1976,YKR093W,YKR093W,PTR2
1977,YOR057W,YOR057W,SGT1
1978,YGR021W,YGR021W,YGR021W
1979,YNR044W,YNR044W,AGA1
1980,YDR075W,YDR075W,PPH3
1981,YHR209W,YHR209W,CRG1
1982,YLR064W,YLR064W,PER33
1983,YJL126W,YJL126W,NIT2
1984,YGR282C,YGR282C,BGL2
1985,YKR052C,YKR052C,MRS4
1986,YGR231C,YGR231C,PHB2
1987,YKR046C,YKR046C,PET10
1988,YPL064C,YPL064C,CWC27
1989,YDR492W,YDR492W,IZH1
1990,YDR233C,YDR233C,RTN1
1991,YGL019W,YGL019W,CKB1
1993,YNR064C,YNR064C,YNR064C
1994,YKL110C,YKL110C,KTI12
1995,YFR047C,YFR047C,BNA6
1996,YNL159C,YNL159C,ASI2
1997,YML110C,YML110C,COQ5
1998,YCR100C,YCR100C,YCR100C
1999,YOR158W,YOR158W,PET123
2000,YPL196W,YPL196W,OXR1
2001,YOL101C,YOL101C,IZH4
2002,YBR152W,YBR152W,SPP381
2003,YGL161C,YGL161C,YIP5
2004,YGR135W,YGR135W,PRE9
2005,YPL127C,YPL127C,HHO1
2006,YGR267C,YGR267C,FOL2
2007,YIR038C,YIR038C,GTT1
2008,YHR008C,YHR008C,SOD2
2009,YJR135C,YJR135C,MCM22
2010,YLR192C,YLR192C,HCR1
2011,YPR060C,YPR060C,ARO7
2012,YLR102C,YLR102C,APC9
2013,YPL124W,YPL124W,SPC29
2014,YMR200W,YMR200W,ROT1
2015,YOR074C,YOR074C,CDC21
2017,YLR301W,YLR301W,HRI1
2018,YGL237C,YGL237C,HAP2
2019,YLR376C,YLR376C,PSY3
2020,YFR020W,YFR020W,CSS2
2021,YLR312W-A,YLR312W-A,MRPL15
2022,YBR242W,YBR242W,YBR242W
2023,YBL043W,YBL043W,ECM13
2024,YMR156C,YMR156C,TPP1
2025,YGL076C,YGL076C,RPL7a
2026,YML092C,YML092C,PRE8
2027,YGR095C,YGR095C,RRP46
2029,YOR383C,YOR383C,FIT3
2030,YFR017C,YFR017C,IGD1
2031,YAL003W,YAL003W,EFB1
2032,YAL014C,YAL014C,SYN8
2033,YLR370C,YLR370C,ARC18
2034,YIL113W,YIL113W,SDP1
2035,YGL002W,YGL002W,ERP6
2036,YMR182C,YMR182C,RGM1
2037,YDR056C,YDR056C,EMC10
2038,YJL178C,YJL178C,ATG27
2039,YDR032C,YDR032C,PST2
2040,YOR319W,YOR319W,HSH49
2041,YBR071W,YBR071W,YBR071W
2042,YIL024C,YIL024C,YIL024C
2043,YKL117W,YKL117W,SBA1
2044,YMR118C,YMR118C,SHH3
2045,YDL200C,YDL200C,MGT1
2046,YJR073C,YJR073C,OPI3
2047,YHR110W,YHR110W,ERP5
2048,YJL072C,YJL072C,PSF2
2049,YJR112W,YJR112W,NNF1
2050,YBR171W,YBR171W,SEC66
2051,YDL072C,YDL072C,YET3
2052,YMR071C,YMR071C,TVP18
2053,YJR104C,YJR104C,SOD1
2054,YML030W,YML030W,RCF1
2055,YFR003C,YFR003C,YPI1
2056,YBR252W,YBR252W,DUT1
2057,YCL056C,YCL056C,PEX34
2058,YDR092W,YDR092W,UBC13
2059,YMR059W,YMR059W,SEN15
2060,YOR339C,YOR339C,UBC11
2061,YMR040W,YMR040W,YET2
2062,YDR462W,YDR462W,MRPL28
2064,YKR074W,YKR074W,AIM29
2065,YPR062W,YPR062W,FCY1
2066,YPL234C,YPL234C,VMA11
2067,YLR421C,YLR421C,RPN13
2068,YHL006C,YHL006C,SHU1
2069,YNR010W,YNR010W,CSE2
2070,YPL071C,YPL071C,YPL071C
2071,YBR120C,YBR120C,CBP6
2072,YBR282W,YBR282W,MRPL27
2073,YGR230W,YGR230W,BNS1
2074,YLR400W,YLR400W,YLR400W
2075,YEL028W,YEL028W,YEL028W
2076,YLR111W,YLR111W,YLR111W
2077,YHR039C-B,YHR039C-A,YHR039C-B
2078,YGL118C,YGL118C,YGL118C
2079,YAL045C,YAL045C,YAL045C
2080,YBR190W,YBR190W,YBR190W
2081,YLR147C,YLR147C,SMD3
2082,YEL014C,YEL014C,YEL014C
2083,YHR138C,YHR138C,YHR138C
2084,YKL137W,YKL137W,CMC1
2085,YEL073C,YEL073C,YEL073C
2087,YPL047W,YPL047W,SGF11
2088,YLR184W,YLR184W,YLR184W
2089,YLR365W,YLR365W,YLR365W
2090,YBR091C,YBR091C,TIM12
2091,YAL069W,Unknown,Unknown
2092,YHR139C-A,YHR139C-A,YHR139C-A
2093,YHR125W,YHR125W,YHR125W
2094,YAR030C,YAR030C,YAR030C
2095,YBR027C,YBR027C,YBR027C
2096,YDR102C,YDR102C,YDR102C
2097,YFL014W,YFL014W,HSP12
2098,YMR254C,YMR254C,YMR254C
2099,YER181C,YER181C,YER181C
2100,YFL010C,YFL010C,WWM1
2101,YOR247W,YOR247W,SRL1
2102,YJL016W,YJL016W,TPH3
2103,YDL094C,YDL094C,YDL094C
2104,YPR156C,YPR156C,TPO3
2105,YOR300W,YOR300W,YOR300W
2106,YEL066W,YEL066W,HPA3
2107,YJR045C,YJR045C,SSC1
2108,YGL089C,YGL089C,MF(ALPHA)2
2109,YBR113W,YBR113W,YBR113W
2110,YJL151C,YJL151C,SNA3
2111,YDL010W,YDL010W,GRX6
2112,YPR143W,YPR143W,RRP15
2113,YNL108C,YNL108C,YNL108C
2114,YDR497C,YDR497C,ITR1
2115,YBL069W,YBL069W,AST1
2116,YCR064C,YCR064C,YCR064C
2117,YPL102C,YPL102C,YPL102C
2118,YPR037C,YPR037C,ERV2
2119,YMR295C,YMR295C,YMR295C
2120,YKR034W,YKR034W,DAL80
2121,YBR224W,YBR224W,YBR224W
2122,YDL221W,YDL221W,YDL221W
2123,YBR090C,YBR090C,YBR090C
2124,YGL152C,YGL152C,YGL152C
2125,YDR537C,YDR537C,YDR537C
2126,YBL027W,YBL027W,RPL19b
2127,YGR293C,YGR293C,YGR293C
2128,YCR040W,YCR040W,MATALPHA1
2129,YBR082C,YBR082C,UBC4
2130,YAR066W,YAR066W,YAR066W
2131,YFL067W,YFL067W,YFL067W
2132,YNL301C,YNL301C,RPL18b
2133,YPL079W,YPL079W,RPL21b
2134,YAR068W,YAR068W,YAR068W
2135,YAR075W,YAR075W,YAR075W
2136,YMR121C,YMR121C,RPL15b
2137,YDL151C,YDL151C,BUD30
2138,YLR358C,YLR358C,YLR358C
2139,YOR312C,YOR312C,RPL20b
2140,YPL252C,YPL252C,YAH1
2141,YPL282C,YPL282C,PAU22
2142,YBR089W,YBR089W,YBR089W
2143,YKL180W,YKL180W,RPL17a
2144,YGL235W,YGL235W,YGL235W
2145,YPR150W,YPR150W,YPR150W
2147,YKL170W,YKL170W,MRPL38
2148,YGR139W,YGR139W,YGR139W
2149,YNL015W,YNL015W,PBI2
2150,YOR045W,YOR045W,TOM6
2151,YHR079C-B,YHR079C-A,YHR079C-B
2152,YNL235C,YNL235C,YNL235C
2154,YER087C-A,YER087C-B,YER087C-A
2155,YAR061W,YAR061W,YAR061W
2156,YMR194C-A,YMR194C-A,YMR194C-A
2157,YDL061C,YDL061C,RPS29b
2158,YPR039W,YPR039W,YPR039W
2160,YKL158W,YKL157W,YKL158W
2161,YLR264W,YLR264W,RPS28b
2162,YGR183C,YGR183C,QCR9
2163,YLR388W,YLR388W,RPS29a
2164,YJL142C,YJL142C,YJL142C
2166,YGR039W,YGR039W,YGR039W
2167,YML009C,YML009C,MRPL39
2168,YPR182W,YPR182W,SMX3
2169,YEL017C-A,YEL017C-A,PMP2
2170,YKL131W,YKL131W,YKL131W
2205,YDL195W,YDL195W,SEC31
2206,YOR227W,YOR227W,HER1
2207,YAL002W,YAL002W,VPS8
2208,YJR127C,YJR127C,RSF2
2209,YBL047C,YBL047C,EDE1
2210,YOL045W,YOL045W,PSK2
2211,YPR022C,YPR022C,SDD4
2212,YPL085W,YPL085W,SEC16
2213,YBR150C,YBR150C,TBS1
2214,YGR090W,YGR090W,UTP22
2215,YHR158C,YHR158C,KEL1
2216,YLR436C,YLR436C,ECM30
2217,YJR035W,YJR035W,RAD26
2219,YNL257C,YNL257C,SIP3
2220,YNL242W,YNL242W,ATG2
2221,YOL051W,YOL051W,GAL11
2222,YPR122W,YPR122W,AXL1
2223,YKL203C,YKL203C,TOR2
2224,YER160C,YER160C,YER160C
2225,YHR102W,YHR102W,KIC1
2227,YDR457W,YDR457W,TOM1
2228,YCR089W,YCR089W,FIG2
2229,YER065C,YER065C,ICL1
2230,YCR019W,YCR019W,MAK32
2231,YDR173C,YDR173C,ARG82
2232,YMR101C,YMR101C,SRT1
2233,YOL124C,YOL124C,TRM11
2234,YJL108C,YJL108C,PRM10
2235,YHR139C,YHR139C,SPS100
2236,YIL001W,YIL001W,YIL001W
2237,YHL021C,YHL021C,AIM17
2238,YBR007C,YBR007C,DSF2
2239,YPR106W,YPR106W,ISR1
2241,YNL247W,YNL247W,YNL247W
2242,YLR392C,YLR392C,ART10
2243,YMR279C,YMR279C,YMR279C
2244,YDR235W,YDR235W,PRP42
2245,YDR434W,YDR434W,GPI17
2246,YLR449W,YLR449W,FPR4
2247,YOR193W,YOR193W,PEX27
2248,YPR127W,YPR127W,YPR127W
2249,YPL072W,YPL072W,UBP16
2250,YDR483W,YDR483W,KRE2
2251,YKL220C,YKL220C,FRE2
2252,YBR075W,YBR075W,YBR075W
2253,YNL006W,YNL006W,LST8
2255,YER169W,YER169W,RPH1
2256,YKL017C,YKL017C,HCS1
2257,YJL208C,YJL208C,NUC1
2258,YML062C,YML062C,MFT1
2259,YPL075W,YPL075W,GCR1
2260,YGL013C,YGL013C,PDR1
2261,YJR139C,YJR139C,HOM6
2262,YLR034C,YLR034C,SMF3
2263,YOL061W,YOL061W,PRS5
2264,YOR360C,YOR360C,PDE2
2265,YPR013C,YPR013C,CMR3
2266,YGL112C,YGL112C,TAF6
2267,YKL200C,YKL201C,YKL200C
2268,YOL015W,YOL015W,IRC10
2269,YBR298C,YBR298C,MAL31
2270,YDL227C,YDL227C,Ho
2271,YGR142W,YGR142W,BTN2
2272,YGR086C,YGR086C,PIL1
2273,YLR274W,YLR274W,MCM5
2274,YAL018C,YAL018C,LDS1
2275,YDL206W,YDL206W,YDL206W
2276,YFL024C,YFL024C,EPL1
2277,YPL150W,YPL150W,YPL150W
2278,YLR017W,YLR017W,MEU1
2280,YDL224C,YDL224C,WHI4
2281,YOR177C,YOR177C,MPC54
2282,YDL204W,YDL204W,RTN2
2283,YBL066C,YBL066C,SEF1
2284,YLR353W,YLR353W,BUD8
2285,YHR092C,YHR092C,HXT4
2286,YDR137W,YDR137W,RGP1
2288,YER154W,YER154W,OXA1
2289,YBR290W,YBR290W,BSD2
2290,YMR290C,YMR290C,HAS1
2291,YIR023W,YIR023W,DAL81
2292,YDR306C,YDR306C,YDR306C
2293,YDR061W,YDR061W,YDR061W
2294,YHR069C,YHR069C,RRP4
2295,YDL007W,YDL007W,RPT2
2296,YNR039C,YNR039C,ZRG17
2297,YKL048C,YKL048C,ELM1
2298,YGL049C,YGL049C,TIF4632
2299,YER001W,YER001W,MNN1
2300,YHR187W,YHR187W,IKI1
2301,YGL148W,YGL148W,ARO2
2302,YDL138W,YDL138W,RGT2
2303,YDL056W,YDL056W,MBP1
2304,YIL103W,YIL103W,DPH1
2305,YPR119W,YPR119W,CLB2
2306,YOR138C,YOR138C,RUP1
2307,YJR002W,YJR002W,MPP10
2308,YDR436W,YDR436W,PPZ2
2309,YDL104C,YDL104C,QRI7
2310,YKL059C,YKL059C,MPE1
2311,YBR192W,YBR192W,RIM2
2312,YPL209C,YPL209C,IPL1
2313,YLR130C,YLR130C,ZRT2
2314,YER082C,YER082C,UTP7
2315,YDR205W,YDR205W,MSC2
2316,YLR403W,YLR403W,SFP1
2317,YFR025C,YFR025C,HIS2
2318,YPR186C,YPR186C,PZF1
2319,YMR133W,YMR133W,REC114
2320,YGR278W,YGR278W,CWC22
2321,YDR473C,YDR473C,PRP3
2322,YMR160W,YMR160W,YMR160W
2324,YBL008W,YBL008W,HIR1
2325,YOR038C,YOR038C,HIR2
2326,YHL017W,YHL017W,YHL017W
2327,YNR055C,YNR055C,HOL1
2328,YMR216C,YMR216C,SKY1
2329,YKL175W,YKL175W,ZRT3
2330,YKR015C,YKR015C,YKR015C
2331,YPL086C,YPL086C,ELP3
2332,YHR199C,YHR199C,AIM46
2333,YCL028W,YCL028W,RNQ1
2334,YOL033W,YOL033W,MSE1
2335,YMR313C,YMR313C,TGL3
2336,YLR228C,YLR228C,ECM22
2337,YBR019C,YBR019C,GAL10
2338,YIL162W,YIL162W,SUC2
2339,YDL054C,YDL054C,MCH1
2340,YPL126W,YPL126W,NAN1
2341,YNL144C,YNL144C,YNL144C
2342,YMR080C,YMR080C,NAM7
2343,YDR005C,YDR005C,MAF1
2344,YJL100W,YJL100W,LSB6
2345,YER179W,YER179W,DMC1
2346,YAR002W,YAR002W,NUP60
2347,YOL076W,YOL076W,MDM20
2349,YEL015W,YEL015W,EDC3
2350,YNL137C,YNL137C,NAM9
2351,YGL067W,YGL067W,NPY1
2352,YOR100C,YOR100C,CRC1
2353,YDR456W,YDR456W,NHX1
2354,YMR283C,YMR283C,RIT1
2355,YGL021W,YGL021W,ALK1
2356,YNR027W,YNR027W,BUD17
2357,YGL248W,YGL248W,PDE1
2358,YBR065C,YBR065C,ECM2
2359,YGL097W,YGL097W,SRM1
2360,YOL073C,YOL073C,DSC2
2361,YGL143C,YGL143C,MRF1
2362,YOR166C,YOR166C,SWT1
2363,YGR185C,YGR185C,TYS1
2364,YBR183W,YBR183W,YPC1
2365,YHR068W,YHR068W,DYS1
2366,YPR001W,YPR001W,CIT3
2367,YHR170W,YHR170W,NMD3
2368,YPL093W,YPL093W,NOG1
2369,YHR072W,YHR072W,ERG7
2370,YCL044C,YCL044C,MGR1
2371,YIL038C,YIL038C,NOT3
2372,YPR103W,YPR103W,PRE2
2373,YOR270C,YOR270C,VPH1
2374,YGR043C,YGR043C,NQM1
2375,YOR240W,YOR239W,YOR240W
2376,YER080W,YER080W,AIM9
2377,YNL267W,YNL267W,PIK1
2378,YCL049C,YCL049C,YCL049C
2379,YPL036W,YPL036W,PMA2
2380,YIL033C,YIL033C,BCY1
2381,YPL215W,YPL215W,CBP3
2382,YER122C,YER122C,GLO3
2383,YOL164W,YOL164W,BDS1
2384,YDR368W,YDR368W,YPR1
2385,YPL154C,YPL154C,PEP4
2386,YJL181W,YJL181W,RBH1
2387,YPR198W,YPR198W,SGE1
2388,YGL036W,YGL036W,YGL036W
2389,YOR090C,YOR090C,PTC5
2391,YPL272C,YPL272C,PBI1
