ID,ORF_MA,ORF,GENE
5529,YLL056C,YLL056C,YLL056C
5530,YFR041C,YFR041C,ERJ5
5531,YNR028W,YNR028W,CPR8
5532,YHR167W,YHR167W,THP2
5533,YAL009W,YAL009W,SPO7
5534,YKL207W,YKL207W,EMC3
5535,YOL147C,YOL147C,PEX11
5536,YIR035C,YIR035C,YIR035C
5538,YNR020C,YNR020C,ATP23
5539,YIL093C,YIL093C,RSM25
5540,YLR411W,YLR411W,CTR3
5541,YLR323C,YLR323C,CWC24
5542,YDR305C,YDR305C,HNT2
5543,YER182W,YER182W,FMP10
5544,YOL154W,YOL154W,ZPS1
5545,YNL024C,YNL024C,EFM6
5546,YMR038C,YMR038C,CCS1
5547,YEL038W,YEL038W,UTR4
5548,YIL106W,YIL106W,MOB1
5549,YER004W,YER004W,FMP52
5550,YCR076C,YCR076C,FUB1
5551,YIR018W,YIR018W,YAP5
5552,YBR154C,YBR154C,RPB5
5553,YER062C,YER062C,GPP2
5554,YOR004W,YOR004W,UTP23
5555,YGR033C,YGR033C,TIM21
5556,YER050C,YER050C,RSM18
5557,YPR113W,YPR113W,PIS1
5558,YNL214W,YNL214W,PEX17
5559,YER128W,YER128W,VFA1
5560,YBR052C,YBR052C,RFS1
5561,YML028W,YML028W,TSA1
5562,YML095C,YML095C,RAD10
5563,YNL093W,YNL093W,YPT53
5564,YPL041C,YPL041C,MRX11
5565,YJR057W,YJR057W,CDC8
5566,YNL282W,YNL282W,POP3
5567,YMR072W,YMR072W,ABF2
5568,YHR105W,YHR105W,YPT35
5569,YCR020C,YCR020C,PET18
5570,YGR146C,YGR146C,ECL1
5571,YOR215C,YOR215C,AIM41
5572,YPL229W,YPL229W,YPL229W
5573,YGR078C,YGR078C,PAC10
5574,YNR014W,YNR014W,YNR014W
5575,YLR016C,YLR016C,PML1
5576,YBR005W,YBR005W,RCR1
5577,YOL162W,YOL162W,YOL162W
5578,YFL046W,YFL046W,FMP32
5579,YER042W,YER042W,MXR1
5580,YBR077C,YBR077C,SLM4
5581,YKL160W,YKL160W,ELF1
5582,YPL135W,YPL135W,ISU1
5583,YKL066W,YKL066W,YKL066W
5584,YBR285W,YBR285W,YBR285W
5585,YCR025C,YCR025C,YCR025C
5586,YIR022W,YIR022W,SEC11
5587,YOR369C,YOR369C,RPS12
5589,YJL143W,YJL143W,TIM17
5590,YLR218C,YLR218C,COA4
5591,YIL029C,YIL029C,YIL029C
5592,YOR257W,YOR257W,CDC31
5593,YPR193C,YPR193C,HPA2
5594,YBL021C,YBL021C,HAP3
5595,YPR153W,YPR153W,24-May
5596,YIR005W,YIR005W,IST3
5597,YPL037C,YPL037C,EGD1
5598,YBR244W,YBR244W,GPX2
5600,YEL034W,YEL034W,HYP2
5601,YGR272C,YGR272C,YGR272C
5602,YOR224C,YOR224C,RPB8
5603,YER159C,YER159C,BUR6
5604,YPR020W,YPR020W,ATP20
5605,YGR269W,YGR269W,YGR269W
5606,YJR082C,YJR082C,EAF6
5607,YDR525W,YDR525W,API2
5608,YBR268W,YBR268W,MRPL37
5609,YOR318C,YOR318C,YOR318C
5610,YGR051C,YGR051C,YGR051C
5611,YLR154C,YLR154C,RNH203
5612,YOR314W,YOR314W,YOR314W
5613,YPR195C,YPR195C,YPR195C
5614,YCL006C,Unknown,Unknown
5615,YBR157C,YBR157C,ICS2
5616,YMR086C-A,YMR086C-A,YMR086C-A
5617,YBL025W,YBL025W,RRN10
5618,YDR010C,YDR010C,YDR010C
5619,YDR322C-A,YDR322C-A,TIM11
5620,YJL135W,YJL135W,YJL135W
5621,YAR047C,YAR047C,YAR047C
5622,YBR062C,YBR062C,YBR062C
5623,YIL102C,YIL102C,YIL102C
5624,YEL059W,YEL059W,YEL059W
5625,YJL028W,YJL028W,YJL028W
5626,YOR183W,YOR183W,FYV12
5627,YGR027C,YGR027C,RPS25a
5628,YDL051W,YDL051W,LHP1
5629,YJL118W,YJL118W,YJL118W
5630,YNR024W,YNR024W,MPP6
5631,YGL052W,YGL052W,YGL052W
5633,YPR196W,YPR196W,YPR196W
5634,YOL080C,YOL080C,REX4
5635,YLR295C,YLR295C,ATP14
5636,YJL150W,YJL150W,YJL150W
5637,YKL152C,YKL152C,GPM1
5638,YPL185W,YPL185W,YPL185W
5639,YJR038C,YJR038C,YJR038C
5640,YLR251W,YLR251W,SYM1
5641,YLR229C,YLR229C,CDC42
5642,YLR104W,YLR104W,LCL2
5644,YER066C-A,YER066C-A,YER066C-A
5645,YMR304C-A,YMR304C-A,YMR304C-A
5646,YKR105C,YKR105C,VBA5
5647,YER119C-A,YER119C-A,YER119C-A
5648,YBR134W,YBR134W,YBR134W
5649,YEL074W,YEL074W,YEL074W
5650,YOR203W,YOR203W,YOR203W
5651,YML090W,YML090W,YML090W
5652,YDR413C,YDR413C,YDR413C
5653,YEL076W-C,Unknown,Unknown
5654,YNL096C,YNL096C,RPS7b
5655,YDL172C,YDL172C,YDL172C
5656,YDR433W,YDR433W,YDR433W
5657,YGL214W,YGL214W,YGL214W
5658,YHR214W,YHR214W,YHR214W
5660,YNL109W,YNL109W,YNL109W
5662,YHR214W-A,YHR214W-A,YHR214W-A
5663,YOR394W,YOR394W,PAU21
5664,YAR062W,YAR062W,YAR062W
5665,YKL083W,YKL083W,YKL083W
5666,YKL153W,YKL153W,YKL153W
5667,YBR191W,YBR191W,RPL21a
5668,YCR087W,YCR087W,YCR087W
5669,YHL001W,YHL001W,RPL14b
5670,YHR213W,YHR213W,YHR213W
5671,YCL068C,YCL068C,YCL068C
5672,YBR300C,YBR300C,YBR300C
5673,YPR136C,YPR136C,YPR136C
5674,YNL105W,YNL105W,YNL105W
5675,YFL068W,YFL068W,YFL068W
5676,YKL156W,YKL156W,RPS27a
5677,YPL271W,YPL271W,ATP15
5678,YLR262C-A,YLR262C-A,TMA7
5679,YGL188C,YGL188C,YGL188C
5680,YER177W,YER177W,BMH1
5682,YDR086C,YDR086C,SSS1
5683,YGR291C,YGR291C,YGR291C
5684,YBR162W-A,YBR162W-A,YSY6
5685,YKL162C-A,YKL162C-A,YKL162C-A
5686,YIL080W,YIL080W,YIL080W
5688,YNL259C,YNL259C,ATX1
5689,YOR031W,YOR031W,CRS5
5691,YJL206C-A,YJL205C,YJL206C-A
5692,YDR199W,YDR199W,YDR199W
5694,YBR144C,YBR144C,YBR144C
5695,YML129C,YML129C,COX14
5696,YFR032C-A,YFR032C-A,RPL29
5697,YCR024C-A,YCR024C-A,PMP1
5698,YJR079W,YJR079W,YJR079W
5733,YBR295W,YBR295W,PCA1
5734,YMR196W,YMR196W,YMR196W
5735,YKL092C,YKL092C,BUD2
5736,YJL074C,YJL074C,SMC3
5737,YNR070W,YNR070W,PDR18
5738,YDR135C,YDR135C,YCF1
5739,YJR090C,YJR090C,GRR1
5740,YER093C,YER093C,TSC11
5741,YKL014C,YKL014C,URB1
5742,YNL163C,YNL163C,RIA1
5743,YGR170W,YGR170W,PSD2
5744,YJL197W,YJL197W,UBP12
5745,YKR028W,YKR028W,SAP190
5746,YER013W,YER013W,PRP22
5747,YGR233C,YGR233C,PHO81
5748,YBR097W,YBR097W,VPS15
5750,YBL004W,YBL004W,UTP20
5751,YIL149C,YIL149C,MLP2
5752,YML045W,YML045W,YML045W
5753,YMR128W,YMR128W,ECM16
5754,YNL273W,YNL273W,TOF1
5756,YKL209C,YKL209C,STE6
5757,YHL022C,YHL022C,SPO11
5758,YFR019W,YFR019W,FAB1
5759,YEL071W,YEL071W,DLD3
5760,YAL011W,YAL011W,SWC3
5761,YOR329C,YOR329C,SCD5
5762,YKL064W,YKL064W,MNR2
5763,YLR210W,YLR210W,CLB4
5764,YJR148W,YJR148W,BAT2
5765,YKL222C,YKL222C,YKL222C
5766,YCL059C,YCL059C,KRR1
5767,YDR014W,YDR014W,RAD61
5768,YLR195C,YLR195C,NMT1
5769,YNR071C,YNR071C,YNR071C
5770,YMR220W,YMR220W,ERG8
5771,YOR384W,YOR384W,FRE5
5772,YDR403W,YDR403W,DIT1
5773,YGL181W,YGL181W,GTS1
5774,YMR301C,YMR301C,ATM1
5775,YBL056W,YBL056W,PTC3
5777,YPL244C,YPL244C,HUT1
5779,YLL029W,YLL029W,FRA1
5780,YEL043W,YEL043W,YEL043W
5781,YOL148C,YOL148C,SPT20
5782,YDR338C,YDR338C,YDR338C
5783,YJR003C,YJR003C,MRX12
5784,YKR078W,YKR078W,YKR078W
5785,YMR214W,YMR214W,SCJ1
5786,YMR250W,YMR250W,GAD1
5787,YPL177C,YPL177C,CUP9
5789,YKL134C,YKL134C,1-Oct
5790,YNL272C,YNL272C,SEC2
5791,YPL274W,YPL274W,SAM3
5792,YBL099W,YBL099W,ATP1
5793,YPR032W,YPR032W,SRO7
5795,YLR069C,YLR069C,MEF1
5796,YOR003W,YOR003W,YSP3
5797,YDL014W,YDL014W,NOP1
5798,YDR046C,YDR046C,BAP3
5799,YHL003C,YHL003C,LAG1
5800,YHR030C,YHR030C,SLT2
5801,YMR078C,YMR078C,CTF18
5802,YDL132W,YDL132W,CDC53
5803,YDR348C,YDR348C,PAL1
5804,YGL003C,YGL003C,CDH1
5805,YPL172C,YPL172C,COX10
5806,YLR044C,YLR044C,PDC1
5807,YGR211W,YGR211W,ZPR1
5808,YDL225W,YDL225W,SHS1
5809,YPL214C,YPL214C,THI6
5810,YDR289C,YDR289C,RTT103
5812,YLR360W,YLR360W,VPS38
5813,YIL094C,YIL094C,LYS12
5814,YDR214W,YDR214W,AHA1
5815,YDL108W,YDL108W,KIN28
5816,YER165W,YER165W,PAB1
5817,YBR297W,YBR297W,MAL33
5818,YNL064C,YNL064C,YDJ1
5819,YJR084W,YJR084W,YJR084W
5820,YFL054C,YFL054C,AQY3
5821,YDR295C,YDR295C,HDA2
5822,YHR086W,YHR086W,NAM8
5823,YDR263C,YDR263C,DIN7
5824,YOL086C,YOL086C,ADH1
5825,YKR081C,YKR081C,RPF2
5826,YIR008C,YIR008C,PRI1
5827,YJL155C,YJL155C,FBP26
5828,YHR198C,YHR198C,AIM18
5829,YIR026C,YIR026C,YVH1
5830,YDR126W,YDR126W,SWF1
5831,YDL097C,YDL097C,RPN6
5832,YJL162C,YJL162C,JJJ2
5833,YPR155C,YPR155C,NCA2
5834,YPL019C,YPL019C,VTC3
5835,YJR021C,YJR021C,REC107
5836,YEL006W,YEL006W,YEA6
5837,YDL174C,YDL174C,DLD1
5838,YKR086W,YKR086W,PRP16
5839,YDR232W,YDR232W,HEM1
5840,YPR162C,YPR162C,ORC4
5841,YLR212C,YLR212C,TUB4
5842,YGL110C,YGL110C,CUE3
5843,YDR438W,YDR438W,THI74
5844,YLR420W,YLR420W,URA4
5845,YGL186C,YGL186C,TPN1
5846,YAL035W,YAL035W,FUN12
5847,YMR185W,YMR185W,RTP1
5848,YGR285C,YGR285C,ZUO1
5849,YDR530C,YDR530C,APA2
5850,YMR285C,YMR285C,NGL2
5851,YGR180C,YGR180C,RNR4
5852,YBR108W,YBR108W,AIM3
5853,YPL042C,YPL042C,SSN3
5854,YHR188C,YHR188C,GPI16
5855,YPL028W,YPL028W,ERG10
5856,YNR058W,YNR058W,BIO3
5857,YMR187C,YMR187C,YMR187C
5858,YLR033W,YLR033W,RSC58
5859,YPR007C,YPR007C,REC8
5860,YHR204W,YHR204W,MNL1
5861,YCR024C,YCR024C,SLM5
5862,YOR172W,YOR172W,YRM1
5864,YML080W,YML080W,DUS1
5865,YCR008W,YCR008W,SAT4
5866,YIR012W,YIR012W,SQT1
5867,YDL189W,YDL189W,RBS1
5868,YPR072W,YPR072W,NOT5
5869,YOL007C,YOL007C,CSI2
5871,YDR238C,YDR238C,SEC26
5873,YGR239C,YGR239C,PEX21
5874,YDR371W,YDR371W,CTS2
5875,YPL074W,YPL074W,YTA6
5876,YMR238W,YMR238W,DFG5
5877,YEL030W,YEL030W,ECM10
5878,YNL152W,YNL152W,INN1
5879,YGL129C,YGL129C,RSM23
5880,YPL003W,YPL003W,ULA1
5881,YDR517W,YDR517W,GRH1
5882,YNL177C,YNL177C,MRPL22
5884,YOR110W,YOR110W,TFC7
5885,YGR162W,YGR162W,TIF4631
5886,YBR168W,YBR168W,PEX32
5887,YGL238W,YGL238W,CSE1
5888,YPL221W,YPL221W,FLC1
5889,YGR044C,YGR044C,RME1
5890,YOR250C,YOR250C,CLP1
5891,YGR244C,YGR244C,LSC2
5892,YCL029C,YCL029C,BIK1
5893,YHR150W,YHR150W,PEX28
5894,YPR035W,YPR035W,GLN1
5896,YAL032C,YAL032C,PRP45
5897,YHR088W,YHR088W,RPF1
5898,YDL040C,YDL040C,NAT1
5899,YIL097W,YIL097W,FYV10
5900,YAL025C,YAL025C,MAK16
5901,YPL015C,YPL015C,HST2
5902,YGR173W,YGR173W,RBG2
5903,YPL165C,YPL165C,SET6
5904,YER101C,YER101C,AST2
5905,YOL089C,YOL089C,HAL9
5906,YDL226C,YDL226C,GCS1
5907,YPL089C,YPL089C,RLM1
5908,YIR014W,YIR014W,YIR014W
5909,YPL243W,YPL243W,SRP68
5910,YER168C,YER168C,CCA1
5911,YOR056C,YOR056C,NOB1
5912,YDR409W,YDR409W,SIZ1
5913,YPL203W,YPL203W,TPK2
5914,YJL200C,YJL200C,ACO2
5915,YBR011C,YBR011C,IPP1
5916,YGL225W,YGL225W,VRG4
5917,YOR173W,YOR173W,DCS2
5918,YDR440W,YDR440W,DOT1
5919,YBR207W,YBR207W,FTH1
5920,YKL168C,YKL168C,KKQ8
5921,YBR045C,YBR045C,GIP1
5922,YGR154C,YGR154C,GTO1
5923,YOR219C,YOR219C,STE13
5924,YDR531W,YDR531W,CAB1
5925,YDR166C,YDR166C,SEC5
5926,YIL109C,YIL109C,SEC24
5927,YOL141W,YOL141W,PPM2
5929,YJL115W,YJL115W,ASF1
5930,YPL189W,YPL189W,GUP2
5931,YDR390C,YDR390C,UBA2
5932,YKL011C,YKL011C,CCE1
5933,YOR184W,YOR184W,SER1
5934,YDR148C,YDR148C,KGD2
5935,YKL025C,YKL025C,PAN3
5936,YPR068C,YPR068C,HOS1
5937,YDR423C,YDR423C,CAD1
5938,YKR099W,YKR099W,BAS1
5939,YOR275C,YOR275C,RIM20
5940,YDR292C,YDR292C,SRP101
5941,YKL120W,YKL120W,OAC1
5942,YPR137W,YPR137W,RRP9
5943,YER006W,YER006W,NUG1
5944,YML097C,YML097C,VPS9
5945,YOR386W,YOR386W,PHR1
5947,YKR062W,YKR062W,TFA2
5948,YBL023C,YBL023C,MCM2
5949,YKR026C,YKR026C,GCN3
5950,YOR114W,YOR114W,YOR114W
5951,YHR067W,YHR067W,HTD2
5952,YDR262W,YDR262W,YDR262W
5953,YOR060C,YOR060C,SLD7
5954,YDL201W,YDL201W,TRM8
5955,YPL117C,YPL117C,IDI1
5956,YDL049C,YDL049C,KNH1
5957,YPL131W,YPL131W,RPL5
5958,YGR147C,YGR147C,NAT2
5959,YDR315C,YDR315C,IPK1
5960,YOR344C,YOR344C,TYE7
5961,YKR030W,YKR030W,GMH1
5962,YOR228C,YOR228C,MCP1
5963,YOR278W,YOR278W,HEM4
5964,YDR106W,YDR106W,ARP10
5965,YHR128W,YHR128W,FUR1
5966,YBR213W,YBR213W,MET8
5967,YNL305C,YNL305C,BXI1
5968,YMR099C,YMR099C,YMR099C
5969,YER185W,YER185W,PUG1
5970,YDR272W,YDR272W,GLO2
5971,YER039C,YER039C,HVG1
5972,YMR025W,YMR025W,CSI1
5973,YBL036C,YBL036C,YBL036C
5974,YPL129W,YPL129W,TAF14
5975,YKL041W,YKL041W,VPS24
5976,YOR289W,YOR289W,YOR289W
5977,YOR185C,YOR185C,GSP2
5978,YDR020C,YDR020C,DAS2
5979,YER188W,YER188W,YER188W
5980,YLR022C,YLR022C,SDO1
5981,YDR410C,YDR410C,STE14
5982,YDR381W,YDR381W,YRA1
5983,YDR226W,YDR226W,ADK1
5984,YMR233W,YMR233W,TRI1
5985,YGL250W,YGL250W,RMR1
5986,YGR195W,YGR195W,SKI6
5987,YNL200C,YNL200C,NNR1
5988,YOL135C,YOL135C,MED7
5989,YOR214C,YOR214C,SPR2
5990,YLR350W,YLR350W,ORM2
5991,YJL043W,YJL043W,YJL043W
5992,YMR134W,YMR134W,ERG29
5994,YGR038W,YGR038W,ORM1
5995,YDL139C,YDL139C,SCM3
5996,YKL009W,YKL009W,MRT4
5997,YGR016W,YGR016W,YGR016W
5998,YLR329W,YLR329W,REC102
5999,YGL200C,YGL200C,EMP24
6000,YER115C,YER115C,SPR6
6001,YOR179C,YOR179C,SYC1
6002,YKL190W,YKL190W,CNB1
6003,YAL044C,YAL044C,GCV3
6004,YNL079C,YNL079C,TPM1
6005,YKL141W,YKL141W,SDH3
6006,YDR073W,YDR073W,SNF11
6007,YBL059W,YBL059W,YBL059W
6008,YMR003W,YMR003W,AIM34
6009,YIL158W,YIL158W,AIM20
6010,YOR387C,YOR387C,YOR387C
6011,YNL260C,YNL260C,LTO1
6012,YER029C,YER029C,SMB1
6013,YLR292C,YLR292C,SEC72
6014,YFR045W,YFR045W,YFR045W
6015,YGR251W,YGR251W,NOP19
6016,YOL143C,YOL143C,RIB4
6017,YOL114C,YOL114C,PTH4
6018,YBR217W,YBR217W,ATG12
6019,YDR042C,YDR042C,YDR042C
6020,YLR306W,YLR306W,UBC12
6021,YOR052C,YOR052C,TMC1
6022,YOL040C,YOL040C,RPS15
6023,YOR286W,YOR286W,RDL2
6024,YDR344C,YDR344C,YDR344C
6026,YLR302C,YLR302C,YLR302C
6027,YER046W,YER046W,SPO73
6028,YLL052C,YLL052C,AQY2
6030,YBR016W,YBR016W,YBR016W
6031,YJL077C,YJL077C,ICS3
6032,YOR285W,YOR285W,RDL1
6033,YNL131W,YNL131W,TOM22
6034,YBL006C,YBL006C,LDB7
6035,YLR125W,YLR125W,YLR125W
6036,YDR215C,YDR215C,YDR215C
6037,YKL097C,YKL097C,YKL097C
6038,YGL127C,YGL127C,SOH1
6039,YBR230C,YBR230C,OM14
6040,YCR028C-A,YCR028C-A,RIM1
6041,YBR167C,YBR167C,POP7
6042,YCL075W,YCL075W,YCL075W
6043,YOL012C,YOL012C,HTZ1
6044,YKL003C,YKL003C,MRP17
6045,YOR234C,YOR234C,RPL33b
6046,YOR265W,YOR265W,RBL2
6047,YGR025W,YGR025W,YGR025W
6048,YHR005C-A,YHR005C-A,TIM10
6049,YJR010C-A,YJR010C-A,SPC1
6050,YGL226C-A,YGL226C-A,OST5
6051,YBL001C,YBL001C,ECM15
6052,YDR016C,YDR016C,DAD1
6053,YGL193C,YGL193C,YGL193C
6054,YHL005C,YHL005C,YHL005C
6055,YDR070C,YDR070C,FMP16
6056,YFL017W-A,YFL017W-A,SMX2
6057,YGR209C,YGR209C,TRX2
6058,YLR043C,YLR043C,TRX1
6059,YBR032W,YBR032W,YBR032W
6060,YDR500C,YDR500C,RPL37b
6061,YDR250C,YDR250C,YDR250C
6063,YBL026W,YBL026W,LSM2
6064,YLR366W,YLR366W,YLR366W
6065,YPR096C,YPR096C,YPR096C
6066,YMR225C,YMR225C,MRPL44
6067,YEL010W,YEL010W,YEL010W
6068,YDR139C,YDR139C,RUB1
6069,YLR349W,YLR349W,YLR349W
6070,YLR167W,YLR167W,RPS31
6071,YDR538W,YDR538W,PAD1
6072,YJL211C,YJL211C,YJL211C
6073,YGR190C,YGR190C,YGR190C
6074,YDL062W,YDL062W,YDL062W
6075,YDR155C,YDR155C,CPR1
6076,YBR099C,YBR099C,YBR099C
6077,YGL068W,YGL068W,MNP1
6078,YML095C-A,Unknown,Unknown
6079,YDR154C,YDR154C,YDR154C
6080,YGL072C,YGL072C,YGL072C
6081,YOR282W,YOR282W,YOR282W
6082,YGL165C,YGL165C,YGL165C
6084,YDR382W,YDR382W,RPP2b
6085,YLR236C,YLR236C,YLR236C
6086,YPR151C,YPR151C,SUE1
6087,YER060W-A,YER060W-A,FCY22
6088,YBR088C,YBR088C,POL30
6089,YJL182C,YJL182C,YJL182C
6090,YLL046C,YLL046C,RNP1
6091,YGR114C,YGR114C,YGR114C
6092,YBL077W,YBL077W,YBL077W
6093,YGR148C,YGR148C,RPL24b
6094,YNL302C,YNL302C,RPS19b
6095,YOR103C,YOR103C,OST2
6096,YKL224C,YKL224C,PAU16
6097,YDR447C,YDR447C,RPS17b
6098,YBL062W,YBL062W,YBL062W
6099,YNL170W,YNL170W,YNL170W
6100,YBR064W,YBR064W,YBR064W
6101,YPR050C,YPR050C,YPR050C
6102,YOR218C,YOR218C,YOR218C
6103,YML024W,YML024W,RPS17a
6104,YOR263C,YOR263C,YOR263C
6105,YGL199C,YGL199C,YGL199C
6106,YNR042W,YNR042W,YNR042W
6107,YPL238C,YPL238C,YPL238C
6108,YOR333C,YOR333C,YOR333C
6109,YAL064W-B,YAL064W-B,YAL064W-B
6110,YER189W,YER189W,YER189W
6111,YJL075C,YJL075C,YJL075C
6112,YDR397C,YDR397C,NCB2
6113,YML026C,YML026C,RPS18b
6114,YBL003C,YBL003C,HTA2
6115,YNL324W,YNL324W,YNL324W
6116,YIR041W,YIR041W,PAU15
6117,YOR146W,YOR146W,YOR146W
6118,YML048W-A,Unknown,Unknown
6119,YPR002C-A,YPR002C-A,YPR002C-A
6120,YMR046W-A,YMR046W-A,YMR046W-A
6121,YOL053C-A,YOL052C-A,YOL053C-A
6122,YLR122C,YLR122C,YLR122C
6124,YCR018C-A,YCR018C-A,YCR018C-A
6125,YAR029W,YAR029W,YAR029W
6126,YER138W-A,YER138W-A,YER138W-A
6127,YBL012C,YBL012C,YBL012C
6128,YLR339C,YLR339C,YLR339C
6129,YDR355C,YDR355C,YDR355C
6130,YPR087W,YPR087W,VPS69
6131,YOR182C,YOR182C,RPS30b
6132,YDL133C-A,YDL133C-A,RPL41b
6133,YCR107W,YCR107W,AAD3
6134,YCL022C,Unknown,Unknown
6135,YJR023C,YJR023C,YJR023C
6136,YJL136C,YJL136C,RPS21b
6137,YAR020C,YAR020C,PAU7
6139,YDR509W,YDR509W,YDR509W
6140,YKL164C,YKL164C,PIR1
6174,YNR067C,YNR067C,DSE4
6175,YER008C,YER008C,SEC3
6176,YLR084C,YLR084C,RAX2
6177,YKL215C,YKL215C,OXP1
6178,YBL079W,YBL079W,NUP170
6179,YOL034W,YOL034W,SMC5
6180,YOR093C,YOR093C,CMR2
6181,YOL100W,YOL100W,PKH2
6182,YPL216W,YPL216W,YPL216W
6183,YEL031W,YEL031W,SPF1
6184,YPL231W,YPL231W,FAS2
6185,YIR006C,YIR006C,PAN1
6186,YPR115W,YPR115W,RGC1
6187,YPL167C,YPL167C,REV3
6188,YNL271C,YNL271C,BNI1
6189,YOR207C,YOR207C,RET1
6190,YNL297C,YNL297C,MON2
6191,YPL016W,YPL016W,SWI1
6192,YJL095W,YJL095W,BCK1
6193,YPL110C,YPL110C,GDE1
6194,YBR023C,YBR023C,CHS3
6195,YBL034C,YBL034C,STU1
6196,YPR030W,YPR030W,CSR2
6197,YDR326C,YDR326C,YSP2
6198,YPR159W,YPR159W,KRE6
6199,YMR284W,YMR284W,YKU70
6200,YLR094C,YLR094C,GIS3
6201,YFR022W,YFR022W,ROG3
6202,YPL018W,YPL018W,CTF19
6203,YDR470C,YDR470C,UGO1
6204,YFL004W,YFL004W,VTC2
6205,YOR316C,YOR316C,COT1
6206,YPL040C,YPL040C,ISM1
6207,YOR372C,YOR372C,NDD1
6208,YDR359C,YDR359C,EAF1
6209,YGL071W,YGL071W,AFT1
6211,YGL056C,YGL056C,SDS23
6212,YDL065C,YDL065C,PEX19
6213,YDR356W,YDR356W,SPC110
6214,YGL124C,YGL124C,MON1
6215,YNL284C,YNL284C,MRPL10
6216,YKL103C,YKL103C,APE1
6217,YIL085C,YIL085C,KTR7
6218,YFL021W,YFL021W,GAT1
6219,YFR018C,YFR018C,YFR018C
6220,YGR255C,YGR255C,COQ6
6221,YDR439W,YDR439W,LRS4
6222,YMR192W,YMR192W,GYL1
6223,YOR306C,YOR306C,MCH5
6224,YGR241C,YGR241C,YAP1802
6225,YDR528W,YDR528W,HLR1
6226,YMR030W,YMR030W,RSF1
6227,YJR094C,YJR094C,IME1
6228,YNL287W,YNL287W,SEC21
6229,YPR144C,YPR144C,NOC4
6230,YNL316C,YNL316C,PHA2
6231,YHR182W,YHR182W,YHR182W
6232,YMR243C,YMR243C,ZRC1
6233,YKL074C,YKL074C,MUD2
6234,YOR026W,YOR026W,BUB3
6235,YGR221C,YGR221C,TOS2
6236,YOR048C,YOR048C,RAT1
6237,YNL189W,YNL189W,SRP1
6238,YOR197W,YOR197W,MCA1
6239,YLR313C,YLR313C,SPH1
6240,YPL253C,YPL253C,VIK1
6241,YLL010C,YLL010C,PSR1
6242,YOR107W,YOR107W,RGS2
6243,YOR338W,YOR338W,YOR338W
6244,YAL062W,YAL062W,GDH3
6245,YMR110C,YMR110C,HFD1
6246,YJR132W,YJR132W,NMD5
6247,YER178W,YER178W,PDA1
6248,YBL075C,YBL075C,SSA3
6249,YOR017W,YOR017W,PET127
6250,YLR387C,YLR387C,REH1
6251,YJL112W,YJL112W,MDV1
6252,YLR121C,YLR121C,YPS3
6253,YGL175C,YGL175C,SAE2
6254,YCL055W,YCL055W,KAR4
6255,YPL141C,YPL141C,FRK1
6256,YNL045W,YNL045W,LAP2
6257,YKR038C,YKR038C,KAE1
6258,YLR174W,YLR174W,IDP2
6259,YGR227W,YGR227W,DIE2
6260,YDR508C,YDR508C,GNP1
6261,YBR025C,YBR025C,OLA1
6262,YPL245W,YPL245W,YPL245W
6263,YOL082W,YOL082W,ATG19
6264,YML031W,YML031W,NDC1
6265,YGR240C,YGR240C,PFK1
6266,YER162C,YER162C,RAD4
6267,YDR518W,YDR518W,EUG1
6268,YAL060W,YAL060W,BDH1
6269,YPL048W,YPL048W,CAM1
6271,YBR195C,YBR195C,MSI1
6272,YIL096C,YIL096C,BMT5
6273,YBL055C,YBL055C,YBL055C
6274,YMR060C,YMR060C,SAM37
6275,YDL149W,YDL149W,ATG9
6276,YJL125C,YJL125C,GCD14
6277,YBR296C,YBR296C,PHO89
6278,YJR042W,YJR042W,NUP85
6279,YDL079C,YDL079C,MRK1
6280,YNL138W,YNL138W,SRV2
6281,YDR172W,YDR172W,SUP35
6282,YKR053C,YKR053C,YSR3
6283,YDR427W,YDR427W,RPN9
6284,YKR019C,YKR019C,IRS4
6285,YGL064C,YGL064C,MRH4
6286,YNL288W,YNL288W,CAF40
6287,YDR330W,YDR330W,UBX5
6288,YML020W,YML020W,YML020W
6289,YEL060C,YEL060C,PRB1
6290,YMR232W,YMR232W,FUS2
6291,YGR123C,YGR123C,PPT1
6292,YPL009C,YPL009C,RQC2
6293,YGL107C,YGL107C,RMD9
6294,YGR089W,YGR089W,NNF2
6295,YPR033C,YPR033C,HTS1
6296,YOR212W,YOR212W,STE4
6297,YJL180C,YJL180C,ATP12
6298,YDR323C,YDR323C,PEP7
6299,YMR098C,YMR098C,ATP25
6300,YIL131C,YIL131C,FKH1
6301,YBR073W,YBR073W,RDH54
6302,YPL112C,YPL112C,PEX25
6303,YLR452C,YLR452C,SST2
6304,YER089C,YER089C,PTC2
6305,YMR171C,YMR171C,EAR1
6306,YJR005W,YJR005W,APL1
6307,YDL045C,YDL045C,FAD1
6308,YCR052W,YCR052W,RSC6
6309,YMR282C,YMR282C,AEP2
6310,YGL190C,YGL190C,CDC55
6311,YNL224C,YNL224C,SQS1
6312,YLR081W,YLR081W,GAL2
6313,YGR119C,YGR119C,NUP57
6314,YDL207W,YDL207W,GLE1
6315,YNL295W,YNL295W,MRX6
6316,YHR205W,YHR205W,SCH9
6317,YOR005C,YOR005C,DNL4
6318,YLR453C,YLR453C,RIF2
6319,YDR435C,YDR435C,PPM1
